title,artist,year,source,source_id,source_url,rights_note,tier,insured_value,tags
Luncheon of the Boating Party,Pierre-Auguste Renoir,1881,wikimedia,Pierre-Auguste_Renoir_-_Luncheon_of_the_Boating_Party_-_Google_Art_Project.jpg,https://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Luncheon_of_the_Boating_Party.jpg,Public domain,C,85000,impressionism|genre|oil painting|Renoir|Phillips Collection
L'Absinthe,Edgar Degas,1876,wikimedia,Edgar_Degas_-_In_a_Cafe_-_Google_Art_Project_2.jpg,https://commons.wikimedia.org/wiki/File:Edgar_Degas_-_L'Absinthe.jpg,Public domain,C,80000,impressionism|genre|oil painting|Degas|Musee d'Orsay
The Little Fourteen-Year-Old Dancer,Edgar Degas,1881,wikimedia,Degas-dancer.jpg,https://commons.wikimedia.org/wiki/File:Degas_-_Little_Dancer_of_Fourteen_Years.jpg,Public domain,C,75000,impressionism|sculpture|bronze|Degas|ballet
Boulevard Montmartre at Night,Camille Pissarro,1897,wikimedia,Camille_Pissarro_-_Boulevard_Montmartre_at_Night.jpg,https://commons.wikimedia.org/wiki/File:Camille_Pissarro_-_Boulevard_Montmartre_at_Night.jpg,Public domain,C,70000,impressionism|cityscape|oil painting|Pissarro|National Gallery
Flood at Port-Marly,Alfred Sisley,1876,wikimedia,Alfred_Sisley_-_Flood_at_Port-Marly.jpg,https://commons.wikimedia.org/wiki/File:Alfred_Sisley_-_Flood_at_Port-Marly.jpg,Public domain,C,65000,impressionism|landscape|oil painting|Sisley|Musee d'Orsay
The Cradle,Berthe Morisot,1872,wikimedia,Berthe_Morisot_-_The_Cradle_-_Google_Art_Project.jpg,https://commons.wikimedia.org/wiki/File:Berthe_Morisot_-_The_Cradle.jpg,Public domain,C,60000,impressionism|genre|oil painting|Morisot|Musee d'Orsay
Paris Street Rainy Day,Gustave Caillebotte,1877,wikimedia,Gustave_Caillebotte_-_Paris_Street%3B_Rainy_Day_-_Google_Art_Project.jpg,https://commons.wikimedia.org/wiki/File:Gustave_Caillebotte_-_Paris_Street_Rainy_Day.jpg,Public domain,D,28000,impressionism|cityscape|oil painting|Caillebotte|Chicago
The Floor Scrapers,Gustave Caillebotte,1875,wikimedia,Gustave_Caillebotte_-_The_Floor_Planers_-_Google_Art_Project.jpg,https://commons.wikimedia.org/wiki/File:Gustave_Caillebotte_-_The_Floor_Scrapers.jpg,Public domain,D,25000,impressionism|genre|oil painting|Caillebotte|Musee d'Orsay
Family Reunion,Frederic Bazille,1867,wikimedia,Frederic_Bazille_-_Reunion_de_famille.jpg,https://commons.wikimedia.org/wiki/File:Frederic_Bazille_-_Family_Reunion.jpg,Public domain,D,22000,impressionism|genre|oil painting|Bazille|Musee d'Orsay
A Loge at the Theatre des Italiens,Eva Gonzales,1874,wikimedia,Eva_Gonzales_-_Une_loge_aux_Italiens.jpg,https://commons.wikimedia.org/wiki/File:Eva_Gonzales_-_A_Loge_at_the_Theatre.jpg,Public domain,D,18000,impressionism|genre|oil painting|Gonzales|Musee d'Orsay
Sunset at Ivry,Armand Guillaumin,1869,wikimedia,Armand_Guillaumin_-_Sunset_at_Ivry.jpg,https://commons.wikimedia.org/wiki/File:Armand_Guillaumin_-_Sunset_at_Ivry.jpg,Public domain,D,15000,impressionism|landscape|oil painting|Guillaumin|Musee d'Orsay
Irises,Vincent van Gogh,1889,wikimedia,Irises-Vincent_van_Gogh.jpg,https://commons.wikimedia.org/wiki/File:Irises-Vincent_van_Gogh.jpg,Public domain,D,12000,post-impressionism|floral|oil painting|Van Gogh|Getty
Wheat Field with Cypresses,Vincent van Gogh,1889,met,436535,https://www.metmuseum.org/art/collection/search/436535,Public domain,D,10000,post-impressionism|landscape|oil painting|Van Gogh|Met
The Boating Party,Mary Cassatt,1893,wikimedia,Mary_Cassatt_-_The_Boating_Party.jpg,https://commons.wikimedia.org/wiki/File:Mary_Cassatt_-_The_Boating_Party.jpg,Public domain,D,8000,impressionism|genre|oil painting|Cassatt|NGA
The Fifer,Edouard Manet,1866,wikimedia,Edouard_Manet_-_The_Fifer_-_Google_Art_Project.jpg,https://commons.wikimedia.org/wiki/File:Edouard_Manet_-_The_Fifer.jpg,Public domain,D,5000,realism|portrait|oil painting|Manet|Musee d'Orsay
